Dimension;Value;Procedure;Measure;Pre-Op Q Mean;Pre-Op Q 5%;Pre-Op Q 1st Quartile;Pre-Op Q Median;Pre-Op Q 3rd Quartile;Pre-Op Q 95%;Post-Op Q Mean;Post-Op Q 5%;Post-Op Q 1st Quartile;Post-Op Q Median;Post-Op Q 3rd Quartile;Post-Op Q 95%;Heath Gain Mean;Heath Gain 5%;Heath Gain 1st Quartile;Heath Gain Median;Heath Gain 3rd Quartile;Heath Gain 95%;Improved;Unchanged;Worsened;Total;Year
Age and Gender;0 - 20 to 24;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 25 to 29;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 25 to 29;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 25 to 29;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 25 to 29;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 25 to 29;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 25 to 29;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 30 to 34;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 30 to 34;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 30 to 34;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 30 to 34;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 30 to 34;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 30 to 34;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 35 to 39;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 35 to 39;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 35 to 39;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 35 to 39;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 35 to 39;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 35 to 39;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 40 to 44;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 40 to 44;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 40 to 44;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 40 to 44;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 40 to 44;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 40 to 44;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 45 to 49;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 45 to 49;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 45 to 49;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 45 to 49;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 45 to 49;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 45 to 49;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 50 to 54;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 50 to 54;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 50 to 54;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 50 to 54;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 50 to 54;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 50 to 54;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 55 to 59;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 55 to 59;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 55 to 59;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 55 to 59;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 55 to 59;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 55 to 59;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 60 to 64;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 60 to 64;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 60 to 64;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 60 to 64;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 60 to 64;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 60 to 64;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 65 to 69;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 65 to 69;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 65 to 69;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 65 to 69;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 65 to 69;Knee Replacement;EQ-5D Index;0.62;0.62;0.62;0.62;0.62;0.62;0.689;0.689;0.689;0.689;0.689;0.689;0.069;0.069;0.069;0.069;0.069;0.069;1.0;0.0;0.0;1.0;2016-17
Age and Gender;0 - 65 to 69;Knee Replacement;Oxford Knee Score;18.0;18.0;18.0;18.0;18.0;18.0;37.0;37.0;37.0;37.0;37.0;37.0;19.0;19.0;19.0;19.0;19.0;19.0;1.0;0.0;0.0;1.0;2016-17
Age and Gender;0 - 70 to 74;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 70 to 74;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 70 to 74;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 70 to 74;Knee Replacement;EQ VAS;90.0;90.0;90.0;90.0;90.0;90.0;100.0;100.0;100.0;100.0;100.0;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.0;0.0;1.0;2016-17
Age and Gender;0 - 70 to 74;Knee Replacement;EQ-5D Index;0.796;0.796;0.796;0.796;0.796;0.796;1.0;1.0;1.0;1.0;1.0;1.0;0.204;0.204;0.204;0.204;0.204;0.204;1.0;0.0;0.0;1.0;2016-17
Age and Gender;0 - 70 to 74;Knee Replacement;Oxford Knee Score;38.0;38.0;38.0;38.0;38.0;38.0;45.0;45.0;45.0;45.0;45.0;45.0;7.0;7.0;7.0;7.0;7.0;7.0;1.0;0.0;0.0;1.0;2016-17
Age and Gender;0 - 75 to 79;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 75 to 79;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 75 to 79;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 75 to 79;Knee Replacement;EQ VAS;52.0;52.0;52.0;52.0;52.0;52.0;80.0;80.0;80.0;80.0;80.0;80.0;28.0;28.0;28.0;28.0;28.0;28.0;1.0;0.0;0.0;1.0;2016-17
Age and Gender;0 - 75 to 79;Knee Replacement;EQ-5D Index;0.691;0.691;0.691;0.691;0.691;0.691;0.85;0.85;0.85;0.85;0.85;0.85;0.159;0.159;0.159;0.159;0.159;0.159;1.0;0.0;0.0;1.0;2016-17
Age and Gender;0 - 75 to 79;Knee Replacement;Oxford Knee Score;14.0;14.0;14.0;14.0;14.0;14.0;39.0;39.0;39.0;39.0;39.0;39.0;25.0;25.0;25.0;25.0;25.0;25.0;1.0;0.0;0.0;1.0;2016-17
Age and Gender;0 - 80 to 84;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 80 to 84;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 80 to 84;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 80 to 84;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 80 to 84;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 80 to 84;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 85 to 89;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 85 to 89;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 85 to 89;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 85 to 89;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 85 to 89;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 85 to 89;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 90 to 120;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 90 to 120;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 90 to 120;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 90 to 120;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 90 to 120;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;0 - 90 to 120;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;1 - 10 to 14;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;1 - 10 to 14;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;1 - 10 to 14;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;1 - 10 to 14;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;1 - 10 to 14;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;1 - 10 to 14;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;1 - 15 to 19;Hip Replacement;EQ VAS;57.0;55.2;56.0;57.0;58.0;58.8;80.0;71.0;75.0;80.0;85.0;89.0;23.0;15.8;19.0;23.0;27.0;30.2;2.0;0.0;0.0;2.0;2016-17
Age and Gender;1 - 15 to 19;Hip Replacement;EQ-5D Index;0.604;0.589;0.595;0.603;0.612;0.618;0.864;0.741;0.795;0.863;0.932;0.986;0.26;0.152;0.2;0.26;0.32;0.368;2.0;0.0;0.0;2.0;2016-17
Age and Gender;1 - 15 to 19;Hip Replacement;Oxford Hip Score;21.5;17.45;19.25;21.5;23.75;25.55;44.0;40.4;42.0;44.0;46.0;47.6;22.5;22.05;22.25;22.5;22.75;22.95;2.0;0.0;0.0;2.0;2016-17
Age and Gender;1 - 15 to 19;Knee Replacement;EQ VAS;85.0;85.0;85.0;85.0;85.0;85.0;95.0;95.0;95.0;95.0;95.0;95.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.0;0.0;1.0;2016-17
Age and Gender;1 - 15 to 19;Knee Replacement;EQ-5D Index;0.055;0.055;0.055;0.055;0.055;0.055;1.0;1.0;1.0;1.0;1.0;1.0;0.945;0.945;0.945;0.945;0.945;0.945;1.0;0.0;0.0;1.0;2016-17
Age and Gender;1 - 15 to 19;Knee Replacement;Oxford Knee Score;15.0;15.0;15.0;15.0;15.0;15.0;43.0;43.0;43.0;43.0;43.0;43.0;28.0;28.0;28.0;28.0;28.0;28.0;1.0;0.0;0.0;1.0;2016-17
Age and Gender;1 - 20 to 24;Hip Replacement;EQ VAS;74.333;60.5;64.0;74.5;79.75;91.25;82.167;63.75;76.25;85.0;91.5;95.0;7.833;-8.5;-2.75;5.5;17.5;27.5;4.0;0.0;2.0;6.0;2016-17
Age and Gender;1 - 20 to 24;Hip Replacement;EQ-5D Index;0.551;0.011;0.613;0.691;0.743;0.76;0.843;0.481;0.717;1.0;1.0;1.0;0.291;-0.185;0.257;0.309;0.387;0.706;5.0;0.0;1.0;6.0;2016-17
Age and Gender;1 - 20 to 24;Hip Replacement;Oxford Hip Score;25.667;11.5;18.25;27.5;32.25;38.25;44.0;38.25;40.75;46.0;46.75;47.75;18.333;7.75;13.25;16.0;25.5;30.25;6.0;0.0;0.0;6.0;2016-17
Age and Gender;1 - 20 to 24;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;1 - 20 to 24;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;1 - 20 to 24;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;1 - 25 to 29;Hip Replacement;EQ VAS;52.308;16.0;50.0;60.0;60.0;72.0;72.615;26.0;65.0;80.0;90.0;100.0;20.308;-40.0;15.0;30.0;39.0;48.0;11.0;0.0;2.0;13.0;2016-17
Age and Gender;1 - 25 to 29;Hip Replacement;EQ-5D Index;0.457;-0.082;0.516;0.587;0.62;0.719;0.738;-0.039;0.727;0.883;1.0;1.0;0.282;-0.277;0.123;0.367;0.413;0.764;11.0;0.0;2.0;13.0;2016-17
Age and Gender;1 - 25 to 29;Hip Replacement;Oxford Hip Score;23.462;11.4;16.0;25.0;30.0;37.2;38.615;21.8;38.0;43.0;44.0;48.0;15.154;-1.6;11.0;17.0;23.0;27.4;12.0;0.0;1.0;13.0;2016-17
Age and Gender;1 - 25 to 29;Knee Replacement;EQ VAS;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2016-17
Age and Gender;1 - 25 to 29;Knee Replacement;EQ-5D Index;0.727;0.727;0.727;0.727;0.727;0.727;0.796;0.796;0.796;0.796;0.796;0.796;0.069;0.069;0.069;0.069;0.069;0.069;1.0;0.0;0.0;1.0;2016-17
Age and Gender;1 - 25 to 29;Knee Replacement;Oxford Knee Score;29.0;29.0;29.0;29.0;29.0;29.0;41.0;41.0;41.0;41.0;41.0;41.0;12.0;12.0;12.0;12.0;12.0;12.0;1.0;0.0;0.0;1.0;2016-17
Age and Gender;1 - 30 to 34;Hip Replacement;EQ VAS;56.171;15.0;50.0;60.0;70.0;80.0;75.244;48.0;65.0;79.0;90.0;99.0;19.073;-6.0;5.0;20.0;30.0;45.0;32.0;4.0;5.0;41.0;2016-17
Age and Gender;1 - 30 to 34;Hip Replacement;EQ-5D Index;0.335;-0.074;0.055;0.26;0.587;0.796;0.769;0.03;0.689;0.883;1.0;1.0;0.435;-0.013;0.156;0.413;0.756;0.945;36.0;2.0;3.0;41.0;2016-17
Age and Gender;1 - 30 to 34;Hip Replacement;Oxford Hip Score;19.628;9.0;14.0;19.0;24.0;35.5;40.558;22.3;38.0;44.0;47.0;48.0;20.93;5.4;15.0;21.0;29.0;33.9;43.0;0.0;0.0;43.0;2016-17
Age and Gender;1 - 30 to 34;Knee Replacement;EQ VAS;45.0;40.5;42.5;45.0;47.5;49.5;53.333;37.0;45.0;55.0;62.5;68.5;8.333;-7.5;2.5;15.0;17.5;19.5;2.0;0.0;1.0;3.0;2016-17
Age and Gender;1 - 30 to 34;Knee Replacement;EQ-5D Index;0.338;0.113;0.213;0.338;0.462;0.562;0.425;0.186;0.292;0.425;0.558;0.664;0.088;0.073;0.079;0.088;0.096;0.102;2.0;0.0;0.0;2.0;2016-17
Age and Gender;1 - 30 to 34;Knee Replacement;Oxford Knee Score;15.0;11.4;13.0;15.0;17.0;18.6;28.0;28.0;28.0;28.0;28.0;28.0;13.0;9.4;11.0;13.0;15.0;16.6;2.0;0.0;0.0;2.0;2016-17
Age and Gender;1 - 35 to 39;Hip Replacement;EQ VAS;56.907;20.0;40.0;60.0;75.0;90.6;74.107;27.3;70.0;80.0;90.0;96.5;17.2;-26.2;0.0;20.0;33.5;57.1;53.0;4.0;18.0;75.0;2016-17
Age and Gender;1 - 35 to 39;Hip Replacement;EQ-5D Index;0.266;-0.195;-0.016;0.189;0.587;0.76;0.699;-0.028;0.587;0.796;1.0;1.0;0.432;-0.454;0.159;0.503;0.776;1.019;64.0;5.0;8.0;77.0;2016-17
Age and Gender;1 - 35 to 39;Hip Replacement;Oxford Hip Score;16.09;4.85;10.0;15.0;22.0;32.15;37.577;11.85;35.0;42.0;46.0;48.0;21.487;0.7;16.0;22.5;32.0;37.0;74.0;0.0;4.0;78.0;2016-17
Age and Gender;1 - 35 to 39;Knee Replacement;EQ VAS;56.385;27.8;40.0;60.0;70.0;79.0;70.385;40.0;55.0;78.0;85.0;90.8;14.0;-17.0;0.0;10.0;25.0;53.2;8.0;2.0;3.0;13.0;2016-17
Age and Gender;1 - 35 to 39;Knee Replacement;EQ-5D Index;0.343;-0.074;0.019;0.302;0.691;0.738;0.505;-0.122;0.058;0.674;0.796;1.0;0.162;-0.583;-0.167;0.105;0.664;0.905;7.0;0.0;5.0;12.0;2016-17
Age and Gender;1 - 35 to 39;Knee Replacement;Oxford Knee Score;16.857;5.65;12.5;16.5;19.25;30.0;31.429;11.3;17.25;34.5;44.0;45.7;14.571;-3.5;5.5;13.0;26.0;31.8;12.0;1.0;1.0;14.0;2016-17
Age and Gender;1 - 40 to 44;Hip Replacement;EQ VAS;59.79;20.0;45.0;60.0;79.0;90.0;78.707;50.0;70.0;80.0;91.0;98.2;18.917;-19.2;5.0;19.0;30.0;60.0;123.0;7.0;27.0;157.0;2016-17
Age and Gender;1 - 40 to 44;Hip Replacement;EQ-5D Index;0.398;-0.074;0.055;0.587;0.691;0.729;0.835;0.516;0.723;1.0;1.0;1.0;0.437;-0.037;0.266;0.356;0.744;1.016;147.0;4.0;9.0;160.0;2016-17
Age and Gender;1 - 40 to 44;Hip Replacement;Oxford Hip Score;20.226;8.35;14.0;20.0;26.0;35.0;40.845;15.35;39.0;45.0;48.0;48.0;20.619;0.0;14.0;22.5;29.0;36.0;158.0;2.0;8.0;168.0;2016-17
Age and Gender;1 - 40 to 44;Knee Replacement;EQ VAS;67.146;25.0;60.0;70.0;80.0;95.0;72.561;30.0;65.0;80.0;90.0;95.0;5.415;-20.0;-5.0;5.0;10.0;50.0;22.0;5.0;14.0;41.0;2016-17
Age and Gender;1 - 40 to 44;Knee Replacement;EQ-5D Index;0.192;-0.181;-0.016;0.088;0.595;0.691;0.585;-0.181;0.46;0.691;0.814;1.0;0.393;-0.173;0.106;0.419;0.685;1.004;32.0;2.0;6.0;40.0;2016-17
Age and Gender;1 - 40 to 44;Knee Replacement;Oxford Knee Score;16.605;5.1;10.5;16.0;23.5;29.9;32.372;7.4;25.0;34.0;43.0;46.9;15.767;-5.8;7.5;16.0;25.0;33.7;37.0;0.0;6.0;43.0;2016-17
Age and Gender;1 - 45 to 49;Hip Replacement;EQ VAS;62.063;20.0;50.0;70.0;80.0;90.0;78.911;35.0;74.0;85.0;90.0;100.0;16.849;-20.25;0.0;15.0;30.0;60.5;306.0;40.0;70.0;416.0;2016-17
Age and Gender;1 - 45 to 49;Hip Replacement;EQ-5D Index;0.392;-0.074;0.055;0.516;0.691;0.76;0.817;0.177;0.727;1.0;1.0;1.0;0.425;-0.038;0.215;0.367;0.689;1.016;373.0;22.0;23.0;418.0;2016-17
Age and Gender;1 - 45 to 49;Hip Replacement;Oxford Hip Score;19.189;8.0;13.0;18.0;25.0;33.0;40.736;19.0;38.0;45.0;47.0;48.0;21.547;3.15;15.0;22.0;29.0;36.0;428.0;4.0;12.0;444.0;2016-17
Age and Gender;1 - 45 to 49;Knee Replacement;EQ VAS;65.228;30.0;50.0;70.0;80.0;95.0;73.817;33.8;60.0;80.0;90.0;100.0;8.589;-30.0;-5.0;7.0;20.0;45.1;112.0;19.0;49.0;180.0;2016-17
Age and Gender;1 - 45 to 49;Knee Replacement;EQ-5D Index;0.378;-0.068;0.088;0.516;0.691;0.76;0.704;-0.012;0.62;0.76;1.0;1.0;0.325;-0.218;0.069;0.309;0.636;0.882;141.0;16.0;26.0;183.0;2016-17
Age and Gender;1 - 45 to 49;Knee Replacement;Oxford Knee Score;19.648;8.6;14.0;19.0;25.0;32.0;35.865;12.6;30.0;40.0;44.0;48.0;16.218;-3.0;10.0;16.0;24.0;31.4;175.0;1.0;17.0;193.0;2016-17
Age and Gender;1 - 50 to 54;Hip Replacement;EQ VAS;62.236;20.0;50.0;70.0;80.0;90.0;79.349;40.0;70.0;85.0;90.0;100.0;17.112;-20.0;0.0;14.0;30.0;64.0;640.0;82.0;150.0;872.0;2016-17
Age and Gender;1 - 50 to 54;Hip Replacement;EQ-5D Index;0.381;-0.074;0.055;0.516;0.691;0.76;0.817;0.088;0.71;1.0;1.0;1.0;0.436;-0.069;0.204;0.38;0.74;1.016;805.0;45.0;50.0;900.0;2016-17
Age and Gender;1 - 50 to 54;Hip Replacement;Oxford Hip Score;18.997;6.0;13.0;19.0;24.0;33.0;40.909;19.0;39.0;44.0;47.0;48.0;21.912;1.0;16.0;23.0;29.0;37.8;908.0;6.0;31.0;945.0;2016-17
Age and Gender;1 - 50 to 54;Knee Replacement;EQ VAS;63.609;25.0;50.0;70.0;80.0;90.0;70.973;30.0;60.0;75.0;87.25;95.0;7.364;-31.7;-5.0;5.0;20.0;50.0;365.0;71.0;188.0;624.0;2016-17
Age and Gender;1 - 50 to 54;Knee Replacement;EQ-5D Index;0.389;-0.074;0.088;0.516;0.691;0.76;0.686;0.055;0.587;0.76;0.883;1.0;0.297;-0.167;0.036;0.273;0.568;0.906;487.0;67.0;84.0;638.0;2016-17
Age and Gender;1 - 50 to 54;Knee Replacement;Oxford Knee Score;18.887;7.0;13.0;18.0;24.0;33.0;34.197;12.0;27.0;37.0;43.0;47.0;15.31;-3.0;9.0;16.0;23.0;30.0;599.0;7.0;59.0;665.0;2016-17
Age and Gender;1 - 55 to 59;Hip Replacement;EQ VAS;63.51;25.0;50.0;70.0;80.0;95.0;78.511;40.0;70.0;85.0;90.0;100.0;15.001;-20.0;0.0;10.0;28.5;55.0;1022.0;146.0;231.0;1399.0;2016-17
Age and Gender;1 - 55 to 59;Hip Replacement;EQ-5D Index;0.402;-0.074;0.055;0.587;0.691;0.76;0.819;0.189;0.691;1.0;1.0;1.0;0.417;-0.046;0.204;0.377;0.659;0.977;1292.0;71.0;78.0;1441.0;2016-17
Age and Gender;1 - 55 to 59;Hip Replacement;Oxford Hip Score;19.215;7.0;13.0;19.0;25.0;33.0;40.907;21.0;38.0;44.0;47.0;48.0;21.693;4.0;16.0;22.0;29.0;37.0;1458.0;8.0;34.0;1500.0;2016-17
Age and Gender;1 - 55 to 59;Knee Replacement;EQ VAS;64.821;25.0;50.0;70.0;80.0;95.0;73.356;30.0;65.0;80.0;90.0;96.0;8.535;-30.0;-5.0;6.0;20.0;50.0;822.0;152.0;374.0;1348.0;2016-17
Age and Gender;1 - 55 to 59;Knee Replacement;EQ-5D Index;0.401;-0.074;0.088;0.587;0.691;0.76;0.696;-0.016;0.62;0.746;0.883;1.0;0.294;-0.165;0.036;0.273;0.572;0.869;1098.0;132.0;176.0;1406.0;2016-17
Age and Gender;1 - 55 to 59;Knee Replacement;Oxford Knee Score;19.209;8.0;13.0;19.0;24.0;33.0;34.706;13.0;28.0;37.0;43.0;47.0;15.497;-3.0;9.0;16.0;23.0;32.5;1357.0;16.0;118.0;1491.0;2016-17
Age and Gender;1 - 60 to 64;Hip Replacement;EQ VAS;64.914;20.0;50.0;70.0;80.0;94.0;79.281;40.0;72.0;85.0;90.0;100.0;14.367;-20.0;0.0;10.0;28.0;59.85;1528.0;194.0;422.0;2144.0;2016-17
Age and Gender;1 - 60 to 64;Hip Replacement;EQ-5D Index;0.409;-0.074;0.055;0.587;0.691;0.76;0.826;0.293;0.691;1.0;1.0;1.0;0.417;-0.017;0.204;0.38;0.638;1.003;2009.0;116.0;116.0;2241.0;2016-17
Age and Gender;1 - 60 to 64;Hip Replacement;Oxford Hip Score;19.594;7.0;14.0;19.0;25.0;33.0;41.187;22.25;39.0;44.0;47.0;48.0;21.593;3.0;16.0;22.0;29.0;37.0;2272.0;10.0;64.0;2346.0;2016-17
Age and Gender;1 - 60 to 64;Knee Replacement;EQ VAS;68.18;30.0;55.0;71.0;83.5;95.0;74.148;30.3;66.0;80.0;90.0;95.0;5.968;-30.0;-5.0;5.0;19.0;45.0;1431.0;351.0;765.0;2547.0;2016-17
Age and Gender;1 - 60 to 64;Knee Replacement;EQ-5D Index;0.44;-0.074;0.142;0.62;0.691;0.76;0.722;0.055;0.62;0.76;1.0;1.0;0.282;-0.14;0.036;0.24;0.532;0.841;2048.0;287.0;315.0;2650.0;2016-17
Age and Gender;1 - 60 to 64;Knee Replacement;Oxford Knee Score;20.048;8.0;15.0;20.0;25.0;33.0;35.449;14.0;30.0;38.0;43.0;47.0;15.402;-2.0;9.0;16.0;23.0;32.0;2533.0;42.0;187.0;2762.0;2016-17
Age and Gender;1 - 65 to 69;Hip Replacement;EQ VAS;66.862;25.0;53.0;70.0;80.0;95.0;79.823;45.0;74.0;85.0;90.0;100.0;12.961;-18.0;0.0;10.0;25.0;55.0;2081.0;339.0;603.0;3023.0;2016-17
