Dimension,Value,Procedure,Measure,Pre-Op Q Mean,Pre-Op Q 5%,Pre-Op Q 1st Quartile,Pre-Op Q Median,Pre-Op Q 3rd Quartile,Pre-Op Q 95%,Post-Op Q Mean,Post-Op Q 5%,Post-Op Q 1st Quartile,Post-Op Q Median,Post-Op Q 3rd Quartile,Post-Op Q 95%,Heath Gain Mean,Heath Gain 5%,Heath Gain 1st Quartile,Heath Gain Median,Heath Gain 3rd Quartile,Heath Gain 95%,Improved,Unchanged,Worsened,Total
Index of Multiple Deprivation,01. Least deprived 10%,Hip Replacement,EQ-5D Index,0.403,-0.074,0.055,0.587,0.691,0.76,0.824,0.516,0.691,0.85,1,1,0.421,-0.033,0.194,0.344,0.694,1.003,4177,230,246,4653
Index of Multiple Deprivation,01. Least deprived 10%,Hip Replacement,Oxford Hip Score,19.418,6,13,19,25,34,41.006,25,38,44,47,48,21.588,4,15,22,29,36,4885,28,106,5019
Index of Multiple Deprivation,01. Least deprived 10%,Knee Replacement,EQ VAS,69.656,30,60,75,85,95,77.597,45.15,70,80,90,97,7.941,-20,-2,5,20,44.85,2809,535,1240,4584
Index of Multiple Deprivation,01. Least deprived 10%,Knee Replacement,EQ-5D Index,0.47,-0.016,0.159,0.62,0.691,0.76,0.791,0.516,0.691,0.796,1,1,0.321,-0.071,0.071,0.309,0.568,0.899,3929,430,343,4702
Index of Multiple Deprivation,01. Least deprived 10%,Knee Replacement,Oxford Knee Score,20.638,8,15,20,26,34,37.866,21,34,40,44,47,17.228,1,11,18,24,32,4746,48,195,4989
Index of Multiple Deprivation,02. Less deprived 10-20%,Hip Replacement,EQ VAS,64.978,25,50,70,80,95,79.175,50,70,80,90,100,14.196,-20,0,10,28,55,3399,438,938,4775
Index of Multiple Deprivation,02. Less deprived 10-20%,Hip Replacement,EQ-5D Index,0.372,-0.074,0.055,0.516,0.691,0.76,0.821,0.516,0.691,0.85,1,1,0.449,0,0.207,0.413,0.718,1.016,4451,246,202,4899
Index of Multiple Deprivation,02. Less deprived 10-20%,Hip Replacement,Oxford Hip Score,18.456,6,12,18,24,33,40.976,24,38,44,47,48,22.52,5,16,23,30,37,5118,26,89,5233
Index of Multiple Deprivation,02. Less deprived 10-20%,Knee Replacement,EQ VAS,69.205,30,60,75,85,95,77.134,45,70,80,90,97,7.929,-20,-3,5,20,45,3047,618,1376,5041
Index of Multiple Deprivation,02. Less deprived 10-20%,Knee Replacement,EQ-5D Index,0.448,-0.016,0.159,0.62,0.691,0.76,0.785,0.361,0.691,0.796,1,1,0.337,-0.071,0.104,0.309,0.601,0.899,4317,466,375,5158
Index of Multiple Deprivation,02. Less deprived 10-20%,Knee Replacement,Oxford Knee Score,20.139,8,14,20,25,33,37.571,21,33,40,44,47,17.433,1,11,18,24,32,5255,54,200,5509
Index of Multiple Deprivation,03. Less deprived 20-30%,Hip Replacement,EQ VAS,64.401,25,50,70,80,95,78.48,45,70,80,90,99,14.079,-20,0,10,29,55,3216,362,1009,4587
Index of Multiple Deprivation,03. Less deprived 20-30%,Hip Replacement,EQ-5D Index,0.378,-0.074,0.055,0.516,0.691,0.76,0.822,0.516,0.691,0.85,1,1,0.443,0,0.209,0.398,0.713,1.016,4288,222,222,4732
Index of Multiple Deprivation,03. Less deprived 20-30%,Hip Replacement,Oxford Hip Score,18.39,6,12,18,24,33,40.663,24,37,43,47,48,22.273,4,16,23,29,37,4973,23,109,5105
Index of Multiple Deprivation,03. Less deprived 20-30%,Knee Replacement,EQ VAS,68.875,30,59,70,85,95,76.806,40.45,70,80,90,97,7.931,-20,-3,5,20,45,2955,598,1357,4910
Index of Multiple Deprivation,03. Less deprived 20-30%,Knee Replacement,EQ-5D Index,0.442,-0.074,0.159,0.62,0.691,0.76,0.775,0.26,0.691,0.796,1,1,0.333,-0.071,0.104,0.309,0.601,0.87,4217,424,375,5016
Index of Multiple Deprivation,03. Less deprived 20-30%,Knee Replacement,Oxford Knee Score,19.64,8,14,20,25,33,37.138,20,32,39,44,47,17.498,1,11,18,24,33,5133,43,220,5396
Index of Multiple Deprivation,04. Less deprived 30-40%,Hip Replacement,EQ VAS,64.664,23,50,70,80,95,78.675,45,70,80,90,100,14.011,-20,0,10,28,55,3086,384,925,4395
Index of Multiple Deprivation,04. Less deprived 30-40%,Hip Replacement,EQ-5D Index,0.358,-0.074,0.055,0.516,0.691,0.76,0.818,0.516,0.691,0.85,1,1,0.46,0,0.209,0.413,0.743,1.003,4148,216,199,4563
Index of Multiple Deprivation,04. Less deprived 30-40%,Hip Replacement,Oxford Hip Score,18.01,6,12,17,24,33,40.476,23,37,43,47,48,22.466,4,16,23,30,38,4795,21,120,4936
Index of Multiple Deprivation,04. Less deprived 30-40%,Knee Replacement,EQ VAS,68.612,30,55,70,84,95,76.296,40,70,80,90,98,7.684,-25,-5,5,20,45,2838,530,1344,4712
Index of Multiple Deprivation,04. Less deprived 30-40%,Knee Replacement,EQ-5D Index,0.443,-0.016,0.159,0.62,0.691,0.76,0.77,0.189,0.691,0.796,1,1,0.326,-0.071,0.071,0.309,0.59,0.872,4043,466,371,4880
Index of Multiple Deprivation,04. Less deprived 30-40%,Knee Replacement,Oxford Knee Score,19.72,7,14,19,25,33,37.155,20,32,39,44,47,17.436,1,11,18,24,32,4918,37,199,5154
Index of Multiple Deprivation,05. Less deprived 40-50%,Hip Replacement,EQ VAS,63.849,20,50,70,80,95,77.763,40.2,70,80,90,100,13.914,-20,0,10,27,57,2785,356,864,4005
Index of Multiple Deprivation,05. Less deprived 40-50%,Hip Replacement,EQ-5D Index,0.337,-0.074,0.055,0.364,0.62,0.76,0.804,0.224,0.691,0.848,1,1,0.466,-0.002,0.209,0.413,0.76,1.016,3791,186,211,4188
Index of Multiple Deprivation,05. Less deprived 40-50%,Hip Replacement,Oxford Hip Score,17.53,5,11,17,23,32,39.922,22,36,43,46,48,22.392,4,16,23,30,38,4428,25,102,4555
Index of Multiple Deprivation,05. Less deprived 40-50%,Knee Replacement,EQ VAS,68.096,30,52,70,80,95,76.077,40,70,80,90,98,7.981,-25,-5,5,20,45,2651,516,1242,4409
Index of Multiple Deprivation,05. Less deprived 40-50%,Knee Replacement,EQ-5D Index,0.413,-0.074,0.101,0.587,0.691,0.76,0.764,0.204,0.691,0.796,1,1,0.351,-0.071,0.104,0.309,0.636,0.912,3835,392,329,4556
Index of Multiple Deprivation,05. Less deprived 40-50%,Knee Replacement,Oxford Knee Score,19.023,7,13,19,24,32,36.874,19,32,39,44,47,17.851,1,12,18,25,33,4671,43,162,4876
Index of Multiple Deprivation,06. More deprived 40-50%,Hip Replacement,EQ VAS,63.198,20,50,70,80,95,77.457,40,70,80,90,100,14.26,-20,0,10,30,60,2443,309,796,3548
Index of Multiple Deprivation,06. More deprived 40-50%,Hip Replacement,EQ-5D Index,0.334,-0.074,0.053,0.364,0.62,0.727,0.8,0.293,0.691,0.814,1,1,0.466,0,0.209,0.413,0.759,1.016,3309,181,169,3659
Index of Multiple Deprivation,06. More deprived 40-50%,Hip Replacement,Oxford Hip Score,17.258,5,11,17,23,31,39.792,22,36,43,46,48,22.534,4,17,23,30,37,3895,17,88,4000
Index of Multiple Deprivation,06. More deprived 40-50%,Knee Replacement,EQ VAS,68.271,30,55,70,82,95,75.11,40,67,80,90,97,6.839,-25,-5,5,19,45,2381,484,1279,4144
Index of Multiple Deprivation,06. More deprived 40-50%,Knee Replacement,EQ-5D Index,0.41,-0.074,0.088,0.587,0.691,0.76,0.749,0.159,0.691,0.76,1,1,0.339,-0.104,0.071,0.309,0.603,0.899,3542,391,377,4310
Index of Multiple Deprivation,06. More deprived 40-50%,Knee Replacement,Oxford Knee Score,18.816,7,13,18,24,32,36.055,17,31,38,44,47,17.239,-1,11,18,25,32.15,4322,42,234,4598
Index of Multiple Deprivation,07. More deprived 30-40%,Hip Replacement,EQ VAS,62.915,23.7,50,69,80,95,76.81,40,70,80,90,100,13.895,-20,0,10,28,55,2013,228,634,2875
Index of Multiple Deprivation,07. More deprived 30-40%,Hip Replacement,EQ-5D Index,0.32,-0.074,0.03,0.26,0.62,0.727,0.789,0.207,0.691,0.814,1,1,0.47,0,0.209,0.428,0.76,1.016,2700,159,136,2995
Index of Multiple Deprivation,07. More deprived 30-40%,Hip Replacement,Oxford Hip Score,16.759,5,11,16,22,31,39.562,21,35,42,46,48,22.803,4,17,24,30,38,3167,17,77,3261
Index of Multiple Deprivation,07. More deprived 30-40%,Knee Replacement,EQ VAS,66.634,30,50,70,80,95,74.285,40,65,80,90,97,7.651,-29,-5,5,20,45,2027,414,979,3420
Index of Multiple Deprivation,07. More deprived 30-40%,Knee Replacement,EQ-5D Index,0.38,-0.074,0.088,0.516,0.691,0.76,0.734,0.098,0.62,0.76,1,1,0.354,-0.104,0.104,0.309,0.636,0.906,2970,300,307,3577
Index of Multiple Deprivation,07. More deprived 30-40%,Knee Replacement,Oxford Knee Score,18.167,7,13,18,23,32,35.418,17,30,38,43,47,17.251,0,11,18,24,33,3677,34,170,3881
Index of Multiple Deprivation,08. More deprived 20-30%,Hip Replacement,EQ VAS,60.644,20,45,65,80,95,75.124,37.45,65,80,90,99,14.48,-20.55,0,10,30,60,1638,232,540,2410
Index of Multiple Deprivation,08. More deprived 20-30%,Hip Replacement,EQ-5D Index,0.289,-0.181,-0.013,0.159,0.587,0.727,0.768,0.187,0.656,0.796,1,1,0.479,-0.035,0.229,0.484,0.76,1.016,2255,131,140,2526
Index of Multiple Deprivation,08. More deprived 20-30%,Hip Replacement,Oxford Hip Score,15.984,5,10,15,21,31,38.505,19.1,33,41,46,48,22.521,4,16,24,30,38,2685,13,65,2763
Index of Multiple Deprivation,08. More deprived 20-30%,Knee Replacement,EQ VAS,65.718,25,50,70,80,95,72.718,35,60,78,89,95,7,-30,-5,5,20,46,1605,332,907,2844
Index of Multiple Deprivation,08. More deprived 20-30%,Knee Replacement,EQ-5D Index,0.366,-0.074,0.088,0.516,0.691,0.76,0.707,0.055,0.62,0.735,0.883,1,0.341,-0.105,0.069,0.309,0.619,0.899,2386,283,315,2984
Index of Multiple Deprivation,08. More deprived 20-30%,Knee Replacement,Oxford Knee Score,17.673,6,12,17,23,31,34.451,14,28,37,43,47,16.778,-1,10,17,24,33,2999,23,184,3206
Index of Multiple Deprivation,09. More deprived 10-20%,Hip Replacement,EQ VAS,59.498,20,44,60,80,93.65,73.618,39,60,80,90,99,14.119,-29,0,10,30,60,1293,161,454,1908
Index of Multiple Deprivation,09. More deprived 10-20%,Hip Replacement,EQ-5D Index,0.265,-0.181,-0.016,0.159,0.587,0.727,0.74,0.088,0.62,0.796,1,1,0.475,-0.058,0.192,0.484,0.766,1.016,1798,115,115,2028
Index of Multiple Deprivation,09. More deprived 10-20%,Hip Replacement,Oxford Hip Score,15.673,4,10,15,21,31,37.273,17,32,40,45,48,21.6,2,15,23,30,37,2122,12,77,2211
Index of Multiple Deprivation,09. More deprived 10-20%,Knee Replacement,EQ VAS,65.379,30,50,70,80,95,72.411,35,60,76,90,98,7.032,-30,-5,5,20,48,1361,271,730,2362
Index of Multiple Deprivation,09. More deprived 10-20%,Knee Replacement,EQ-5D Index,0.355,-0.074,0.055,0.364,0.691,0.727,0.686,0.055,0.587,0.727,0.85,1,0.332,-0.143,0.069,0.309,0.636,0.864,1967,260,269,2496
Index of Multiple Deprivation,09. More deprived 10-20%,Knee Replacement,Oxford Knee Score,17.145,6,11,16,22,31,33.62,14,27,36,42,47,16.475,-1,9,17,24,32,2505,30,157,2692
Index of Multiple Deprivation,10. Most deprived 10%,Hip Replacement,EQ VAS,59.683,16.7,45,60,80,94.3,71.79,30,60,75,90,98,12.106,-30,-4.5,10,28,59.3,983,135,417,1535
Index of Multiple Deprivation,10. Most deprived 10%,Hip Replacement,EQ-5D Index,0.231,-0.181,-0.016,0.088,0.587,0.691,0.697,-0.016,0.587,0.727,1,1,0.466,-0.104,0.175,0.531,0.768,1.016,1402,100,132,1634
Index of Multiple Deprivation,10. Most deprived 10%,Hip Replacement,Oxford Hip Score,14.808,4,9,14,20,29,35.78,15,29,38,45,48,20.971,1,13,22,29,37,1703,14,71,1788
Index of Multiple Deprivation,10. Most deprived 10%,Knee Replacement,EQ VAS,63.214,25,50,66,80,95,69.285,30,55,70,85,97,6.071,-30.9,-5,5,20,45,1081,227,635,1943
Index of Multiple Deprivation,10. Most deprived 10%,Knee Replacement,EQ-5D Index,0.316,-0.121,0.055,0.159,0.689,0.727,0.657,-0.016,0.587,0.691,0.796,1,0.341,-0.172,0.069,0.309,0.634,0.87,1643,206,240,2089
Index of Multiple Deprivation,10. Most deprived 10%,Knee Replacement,Oxford Knee Score,16.25,5,11,16,21,29,32.091,12,25,34,41,47,15.841,-2,9,16,23,32,2059,22,155,2236
Index of Multiple Deprivation,Unknown IMD,Hip Replacement,EQ VAS,62.651,25,50,70,80,90.4,77.668,40,70,80,90,100,15.016,-20,0,13,28,56.4,270,34,69,373
Index of Multiple Deprivation,Unknown IMD,Hip Replacement,EQ-5D Index,0.331,-0.074,0.055,0.314,0.62,0.727,0.806,0.189,0.691,0.883,1,1,0.475,0,0.204,0.413,0.811,1.016,346,32,14,392
Index of Multiple Deprivation,Unknown IMD,Hip Replacement,Oxford Hip Score,16.322,4,11,16,22,29.8,39.878,21.2,36,43,47,48,23.555,4,17,25,31,39,412,3,10,425
Index of Multiple Deprivation,Unknown IMD,Knee Replacement,EQ VAS,67.687,30,55,70,80,95,73.954,40,65,80,90,95,6.267,-25,-5,5,19,40,224,38,128,390
Index of Multiple Deprivation,Unknown IMD,Knee Replacement,EQ-5D Index,0.422,-0.074,0.101,0.587,0.691,0.76,0.734,0.189,0.62,0.76,1,1,0.312,-0.104,0.069,0.309,0.568,0.841,324,40,42,406
Index of Multiple Deprivation,Unknown IMD,Knee Replacement,Oxford Knee Score,18.732,7,13,19,24,32,35.631,18,30,38,43,47,16.899,0,10,18,24,32,406,9,21,436
